listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category,distance_km,fuel_used_liters,actual_weight_received,emissions_avoided_kg,estimated_distance,transport_emissions,recycling_savings,processing_efficiency,net_climate_impact,climate_impact_level,predicted_climate_impact
581,291,Nigeria,Ibadan,Organic,Livestock Manure,84.46,Medium,,47,Unmatched,74.45,Open,5.28,2025-09-29 05:43:54,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,77.75,14.12,43.03,89.09,77.75,37.8416,89.09,0.509471939379588,69.62,High,High
581,291,Nigeria,Ibadan,Organic,Livestock Manure,84.46,Medium,,47,Unmatched,74.45,Open,5.28,2025-09-29 05:43:54,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,77.75,14.12,43.03,89.09,77.75,37.8416,89.09,0.509471939379588,-0.37,Low,High
582,291,Nigeria,Ibadan,Organic,Livestock Manure,350.07,Medium,,49,Matched,187.87,Closed,5.97,2026-03-04 06:01:56,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,69.62,High,High
582,291,Nigeria,Ibadan,Organic,Livestock Manure,350.07,Medium,,49,Matched,187.87,Closed,5.97,2026-03-04 06:01:56,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-0.37,Low,High
583,292,Kenya,Nakuru,Organic,Livestock Manure,328.95,Medium,,42,Unmatched,200.96,In Progress,6.27,2025-11-14 17:28:25,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,15.62,Medium,Medium
583,292,Kenya,Nakuru,Organic,Livestock Manure,328.95,Medium,,42,Unmatched,200.96,In Progress,6.27,2025-11-14 17:28:25,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,3.26,Low,Medium
584,292,Kenya,Nakuru,Liquid,Used Cooking Oil,164.83,High,,9,Matched,45.55,In Progress,2.35,2025-10-08 17:57:12,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,15.62,Medium,Medium
584,292,Kenya,Nakuru,Liquid,Used Cooking Oil,164.83,High,,9,Matched,45.55,In Progress,2.35,2025-10-08 17:57:12,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,3.26,Low,Medium
585,293,Nigeria,Ibadan,Organic,Livestock Manure,278.09,High,,44,Unmatched,208.95,Closed,6.09,2025-11-21 01:46:54,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,11.47,Medium,Medium
585,293,Nigeria,Ibadan,Organic,Livestock Manure,278.09,High,,44,Unmatched,208.95,Closed,6.09,2025-11-21 01:46:54,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-33.32,Low,Medium
586,293,Nigeria,Ibadan,Liquid,Greywater,267.39,Low,,48,Matched,29.9,In Progress,2.92,2025-10-19 11:42:26,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,11.47,Medium,Medium
586,293,Nigeria,Ibadan,Liquid,Greywater,267.39,Low,,48,Matched,29.9,In Progress,2.92,2025-10-19 11:42:26,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-33.32,Low,Medium
587,294,Nigeria,Kano,Liquid,Septage/Sewage,110.13,Low,,42,Unmatched,26.83,In Progress,6.0,2025-09-20 08:20:35,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated,,,,,,,,,-11.56,Low,High
587,294,Nigeria,Kano,Liquid,Septage/Sewage,110.13,Low,,42,Unmatched,26.83,In Progress,6.0,2025-09-20 08:20:35,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated,,,,,,,,,183.25,High,High
588,294,Nigeria,Kano,Others,Miscellaneous,334.55,Medium,,9,Matched,140.81,Open,6.79,2025-12-30 01:40:58,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,66.78,5.3,29.53,239.73,66.78,14.204,239.73,0.08826782244806457,-11.56,Low,High
588,294,Nigeria,Kano,Others,Miscellaneous,334.55,Medium,,9,Matched,140.81,Open,6.79,2025-12-30 01:40:58,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,66.78,5.3,29.53,239.73,66.78,14.204,239.73,0.08826782244806457,183.25,High,High
589,295,Nigeria,Kano,Liquid,Septage/Sewage,95.16,High,,55,Unmatched,22.67,Closed,10.59,2025-11-18 20:17:35,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-6.53,Low,Low
589,295,Nigeria,Kano,Liquid,Septage/Sewage,95.16,High,,55,Unmatched,22.67,Closed,10.59,2025-11-18 20:17:35,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,2.47,Low,Low
590,295,Nigeria,Kano,Organic,Livestock Manure,283.94,Low,,60,Matched,171.18,Closed,6.91,2025-09-23 18:40:15,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,-6.53,Low,Low
590,295,Nigeria,Kano,Organic,Livestock Manure,283.94,Low,,60,Matched,171.18,Closed,6.91,2025-09-23 18:40:15,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,2.47,Low,Low
591,296,Kenya,Nakuru,Liquid,Greywater,124.14,High,,31,Unmatched,11.78,Open,10.92,2025-12-15 00:28:19,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-13.99,Low,Low
591,296,Kenya,Nakuru,Liquid,Greywater,124.14,High,,31,Unmatched,11.78,Open,10.92,2025-12-15 00:28:19,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-28.88,Low,Low
592,296,Kenya,Nakuru,Organic,Agricultural Residue,387.97,Medium,,36,Matched,102.59,Open,6.03,2026-01-22 05:53:55,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-13.99,Low,Low
592,296,Kenya,Nakuru,Organic,Agricultural Residue,387.97,Medium,,36,Matched,102.59,Open,6.03,2026-01-22 05:53:55,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-28.88,Low,Low
593,297,Kenya,Kisumu,Organic,Market Waste,267.55,Medium,,46,Matched,80.16,In Progress,6.49,2026-03-03 04:04:03,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-12.6,Low,Low
593,297,Kenya,Kisumu,Organic,Market Waste,267.55,Medium,,46,Matched,80.16,In Progress,6.49,2026-03-03 04:04:03,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-3.58,Low,Low
594,297,Kenya,Kisumu,Organic,Food Scraps,88.15,High,,1,Matched,43.84,Closed,5.77,2025-12-07 13:20:44,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-12.6,Low,Low
594,297,Kenya,Kisumu,Organic,Food Scraps,88.15,High,,1,Matched,43.84,Closed,5.77,2025-12-07 13:20:44,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-3.58,Low,Low
595,298,Nigeria,Ibadan,Organic,Market Waste,346.16,Low,,51,Matched,193.86,In Progress,5.21,2026-01-04 19:46:50,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-62.6,Low,Low
595,298,Nigeria,Ibadan,Organic,Market Waste,346.16,Low,,51,Matched,193.86,In Progress,5.21,2026-01-04 19:46:50,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-11.47,Low,Low
596,298,Nigeria,Ibadan,Organic,Agricultural Residue,354.59,Medium,,6,Matched,198.09,In Progress,6.74,2025-12-25 11:25:59,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-62.6,Low,Low
596,298,Nigeria,Ibadan,Organic,Agricultural Residue,354.59,Medium,,6,Matched,198.09,In Progress,6.74,2025-12-25 11:25:59,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-11.47,Low,Low
597,299,Kenya,Nairobi,Organic,Market Waste,309.41,Medium,,8,Unmatched,61.11,Open,5.33,2026-03-10 13:21:10,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,,,,,,,,,-26.66,Low,Low
597,299,Kenya,Nairobi,Organic,Market Waste,309.41,Medium,,8,Unmatched,61.11,Open,5.33,2026-03-10 13:21:10,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,,,,,,,,,-51.72,Low,Low
598,299,Kenya,Nairobi,Organic,Food Scraps,434.09,Medium,,7,Matched,251.05,Open,5.33,2025-12-07 07:17:07,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-26.66,Low,Low
598,299,Kenya,Nairobi,Organic,Food Scraps,434.09,Medium,,7,Matched,251.05,Open,5.33,2025-12-07 07:17:07,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-51.72,Low,Low
599,300,Kenya,Eldoret,Solid,LDPE 'Sachet' Water Bags,120.37,Low,,54,Matched,85.42,Open,7.43,2025-11-07 07:00:45,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,,,,,,,,,-0.83,Low,Medium
599,300,Kenya,Eldoret,Solid,LDPE 'Sachet' Water Bags,120.37,Low,,54,Matched,85.42,Open,7.43,2025-11-07 07:00:45,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,,,,,,,,,19.56,Medium,Medium
600,300,Kenya,Eldoret,Liquid,Septage/Sewage,41.57,High,,42,Matched,5.4,Open,5.97,2025-09-20 11:33:36,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,90.85,4.55,20.34,31.04,90.85,12.194,31.04,0.4892951647822949,-0.83,Low,Medium
600,300,Kenya,Eldoret,Liquid,Septage/Sewage,41.57,High,,42,Matched,5.4,Open,5.97,2025-09-20 11:33:36,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,90.85,4.55,20.34,31.04,90.85,12.194,31.04,0.4892951647822949,19.56,Medium,Medium
601,301,Nigeria,Ibadan,Organic,Livestock Manure,334.63,Low,,57,Matched,265.16,Open,6.91,2026-01-29 15:52:48,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,-29.12,Low,Low
601,301,Nigeria,Ibadan,Organic,Livestock Manure,334.63,Low,,57,Matched,265.16,Open,6.91,2026-01-29 15:52:48,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,-12.49,Low,Low
602,301,Nigeria,Ibadan,Liquid,Industrial Effluent,162.75,Medium,,56,Matched,45.11,In Progress,2.75,2025-12-16 17:26:19,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-29.12,Low,Low
602,301,Nigeria,Ibadan,Liquid,Industrial Effluent,162.75,Medium,,56,Matched,45.11,In Progress,2.75,2025-12-16 17:26:19,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-12.49,Low,Low
603,302,Nigeria,Port Harcourt,Liquid,Used Cooking Oil,27.57,Low,,48,Unmatched,3.59,In Progress,6.65,2026-01-08 16:42:25,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated,,,,,,,,,-0.04,Low,Low
603,302,Nigeria,Port Harcourt,Liquid,Used Cooking Oil,27.57,Low,,48,Unmatched,3.59,In Progress,6.65,2026-01-08 16:42:25,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated,,,,,,,,,-60.02,Low,Low
604,302,Nigeria,Port Harcourt,Organic,Food Scraps,351.09,High,,45,Unmatched,172.88,Open,6.14,2025-09-20 20:06:28,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-0.04,Low,Low
604,302,Nigeria,Port Harcourt,Organic,Food Scraps,351.09,High,,45,Unmatched,172.88,Open,6.14,2025-09-20 20:06:28,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-60.02,Low,Low
605,303,Nigeria,Kano,Organic,Livestock Manure,480.69,Low,,9,Unmatched,332.34,In Progress,5.72,2025-11-16 23:32:32,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-27.52,Low,Low
605,303,Nigeria,Kano,Organic,Livestock Manure,480.69,Low,,9,Unmatched,332.34,In Progress,5.72,2025-11-16 23:32:32,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-2.44,Low,Low
606,303,Nigeria,Kano,Others,Construction debris,27.48,High,,32,Matched,6.9,In Progress,7.34,2025-11-28 20:51:48,4,15,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-27.52,Low,Low
606,303,Nigeria,Kano,Others,Construction debris,27.48,High,,32,Matched,6.9,In Progress,7.34,2025-11-28 20:51:48,4,15,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-2.44,Low,Low
607,304,Nigeria,Lagos,Organic,Market Waste,448.24,High,,43,Matched,113.12,In Progress,6.33,2026-01-05 06:31:07,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,19.81,Medium,Medium
607,304,Nigeria,Lagos,Organic,Market Waste,448.24,High,,43,Matched,113.12,In Progress,6.33,2026-01-05 06:31:07,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-33.36,Low,Medium
608,304,Nigeria,Lagos,Organic,Food Scraps,203.94,High,,31,Unmatched,79.79,Open,5.41,2025-12-01 07:24:43,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,19.81,Medium,Medium
608,304,Nigeria,Lagos,Organic,Food Scraps,203.94,High,,31,Unmatched,79.79,Open,5.41,2025-12-01 07:24:43,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-33.36,Low,Medium
609,305,Nigeria,Kano,Organic,Market Waste,422.81,High,,16,Matched,203.84,Closed,5.68,2025-11-18 03:04:15,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,5.48,7.38,,205.6,5.48,19.7784,205.6,,109.66,High,High
609,305,Nigeria,Kano,Organic,Market Waste,422.81,High,,16,Matched,203.84,Closed,5.68,2025-11-18 03:04:15,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,5.48,7.38,,205.6,5.48,19.7784,205.6,,-21.36,Low,High
610,305,Nigeria,Kano,Solid,LDPE 'Sachet' Water Bags,118.93,High,,31,Unmatched,143.42,Closed,6.88,2026-01-05 16:42:07,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,109.66,High,High
610,305,Nigeria,Kano,Solid,LDPE 'Sachet' Water Bags,118.93,High,,31,Unmatched,143.42,Closed,6.88,2026-01-05 16:42:07,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-21.36,Low,High
611,306,Kenya,Kisumu,Organic,Market Waste,306.46,High,,51,Unmatched,210.19,Open,6.18,2025-10-05 11:54:47,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,19.59,9.65,25.23,91.04,19.59,25.862000000000002,91.04,0.0823272205181753,38.99,Medium,Medium
611,306,Kenya,Kisumu,Organic,Market Waste,306.46,High,,51,Unmatched,210.19,Open,6.18,2025-10-05 11:54:47,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,19.59,9.65,25.23,91.04,19.59,25.862000000000002,91.04,0.0823272205181753,-0.35,Low,Medium
612,306,Kenya,Kisumu,Organic,Food Scraps,79.39,Medium,,28,Matched,19.58,Open,5.75,2026-02-20 11:33:12,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,,,,,,,,,38.99,Medium,Medium
612,306,Kenya,Kisumu,Organic,Food Scraps,79.39,Medium,,28,Matched,19.58,Open,5.75,2026-02-20 11:33:12,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,,,,,,,,,-0.35,Low,Medium
613,307,Kenya,Mombasa,Solid,Textiles/Used Clothing,141.32,Low,,58,Unmatched,116.95,Open,6.86,2025-12-20 08:23:41,2,8,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,,,,,,,,,-29.03,Low,Medium
613,307,Kenya,Mombasa,Solid,Textiles/Used Clothing,141.32,Low,,58,Unmatched,116.95,Open,6.86,2025-12-20 08:23:41,2,8,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,,,,,,,,,15.47,Medium,Medium
614,307,Kenya,Mombasa,Liquid,Septage/Sewage,186.77,High,,56,Unmatched,71.76,Closed,9.17,2025-10-05 22:46:35,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-29.03,Low,Medium
614,307,Kenya,Mombasa,Liquid,Septage/Sewage,186.77,High,,56,Unmatched,71.76,Closed,9.17,2025-10-05 22:46:35,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,15.47,Medium,Medium
615,308,Nigeria,Kano,Solid,PET Bottles,38.74,High,,11,Matched,10.51,Closed,7.0,2026-01-28 16:08:16,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-3.24,Low,Low
615,308,Nigeria,Kano,Solid,PET Bottles,38.74,High,,11,Matched,10.51,Closed,7.0,2026-01-28 16:08:16,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-13.89,Low,Low
616,308,Nigeria,Kano,Organic,Agricultural Residue,488.99,High,,26,Matched,415.91,Closed,5.21,2026-01-25 14:43:31,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-3.24,Low,Low
616,308,Nigeria,Kano,Organic,Agricultural Residue,488.99,High,,26,Matched,415.91,Closed,5.21,2026-01-25 14:43:31,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-13.89,Low,Low
617,309,Nigeria,Abuja,Liquid,Greywater,64.92,Medium,,8,Matched,14.68,Open,6.87,2025-10-26 12:04:51,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,,,,,,,,,-1.62,Low,Low
617,309,Nigeria,Abuja,Liquid,Greywater,64.92,Medium,,8,Matched,14.68,Open,6.87,2025-10-26 12:04:51,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,,,,,,,,,-40.13,Low,Low
618,309,Nigeria,Abuja,Organic,Market Waste,452.77,Medium,,57,Unmatched,172.96,Open,5.95,2025-11-20 18:12:01,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-1.62,Low,Low
618,309,Nigeria,Abuja,Organic,Market Waste,452.77,Medium,,57,Unmatched,172.96,Open,5.95,2025-11-20 18:12:01,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-40.13,Low,Low
619,310,Nigeria,Ibadan,Solid,Textiles/Used Clothing,334.32,High,,47,Unmatched,399.82,Closed,7.17,2025-12-21 23:24:52,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-11.27,Low,Low
619,310,Nigeria,Ibadan,Solid,Textiles/Used Clothing,334.32,High,,47,Unmatched,399.82,Closed,7.17,2025-12-21 23:24:52,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-27.66,Low,Low
620,310,Nigeria,Ibadan,Organic,Agricultural Residue,273.59,High,,32,Matched,213.06,Closed,6.49,2025-12-23 03:32:59,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-11.27,Low,Low
620,310,Nigeria,Ibadan,Organic,Agricultural Residue,273.59,High,,32,Matched,213.06,Closed,6.49,2025-12-23 03:32:59,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-27.66,Low,Low
621,311,Kenya,Mombasa,Organic,Agricultural Residue,445.25,High,,54,Matched,105.9,In Progress,5.51,2026-02-21 02:08:35,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-91.32,Low,Low
621,311,Kenya,Mombasa,Organic,Agricultural Residue,445.25,High,,54,Matched,105.9,In Progress,5.51,2026-02-21 02:08:35,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-39.01,Low,Low
622,311,Kenya,Mombasa,Organic,Market Waste,340.08,Medium,,17,Unmatched,245.37,In Progress,5.45,2026-02-12 01:11:20,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-91.32,Low,Low
622,311,Kenya,Mombasa,Organic,Market Waste,340.08,Medium,,17,Unmatched,245.37,In Progress,5.45,2026-02-12 01:11:20,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-39.01,Low,Low
623,312,Nigeria,Kano,Liquid,Greywater,364.07,High,,60,Unmatched,42.52,In Progress,9.11,2026-01-24 02:43:48,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-61.97,Low,Low
623,312,Nigeria,Kano,Liquid,Greywater,364.07,High,,60,Unmatched,42.52,In Progress,9.11,2026-01-24 02:43:48,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-10.66,Low,Low
624,312,Nigeria,Kano,Liquid,Septage/Sewage,175.19,Medium,,1,Matched,46.56,In Progress,2.64,2025-11-21 10:50:49,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-61.97,Low,Low
624,312,Nigeria,Kano,Liquid,Septage/Sewage,175.19,Medium,,1,Matched,46.56,In Progress,2.64,2025-11-21 10:50:49,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-10.66,Low,Low
625,313,Nigeria,Ibadan,Organic,Agricultural Residue,317.78,Medium,,31,Matched,190.53,Closed,6.8,2025-10-18 21:01:03,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,47.95,14.19,,95.03,47.95,38.0292,95.03,,10.43,Medium,Medium
625,313,Nigeria,Ibadan,Organic,Agricultural Residue,317.78,Medium,,31,Matched,190.53,Closed,6.8,2025-10-18 21:01:03,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,47.95,14.19,,95.03,47.95,38.0292,95.03,,-18.69,Low,Medium
626,313,Nigeria,Ibadan,Others,Construction debris,218.12,Low,,17,Matched,81.83,In Progress,7.42,2026-01-13 21:47:03,4,15,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated,,,,,,,,,10.43,Medium,Medium
626,313,Nigeria,Ibadan,Others,Construction debris,218.12,Low,,17,Matched,81.83,In Progress,7.42,2026-01-13 21:47:03,4,15,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated,,,,,,,,,-18.69,Low,Medium
627,314,Kenya,Nakuru,Organic,Food Scraps,55.49,High,,17,Unmatched,32.58,Open,6.91,2025-11-13 16:20:49,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-1.62,Low,High
627,314,Kenya,Nakuru,Organic,Food Scraps,55.49,High,,17,Unmatched,32.58,Open,6.91,2025-11-13 16:20:49,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-25.32,Low,High
628,314,Kenya,Nakuru,Organic,Market Waste,265.54,Medium,,10,Matched,104.6,Closed,5.53,2025-11-26 01:44:21,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-1.62,Low,Low
628,314,Kenya,Nakuru,Organic,Market Waste,265.54,Medium,,10,Matched,104.6,Closed,5.53,2025-11-26 01:44:21,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-25.32,Low,Low
629,315,Kenya,Eldoret,Organic,Food Scraps,225.45,Low,,24,Matched,42.65,In Progress,5.22,2025-12-10 04:20:40,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,,,,,,,,,-34.89,Low,Low
629,315,Kenya,Eldoret,Organic,Food Scraps,225.45,Low,,24,Matched,42.65,In Progress,5.22,2025-12-10 04:20:40,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,,,,,,,,,-48.52,Low,Low
630,315,Kenya,Eldoret,Organic,Agricultural Residue,454.95,High,,6,Unmatched,143.54,Open,5.4,2025-10-25 16:44:31,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-34.89,Low,Low
630,315,Kenya,Eldoret,Organic,Agricultural Residue,454.95,High,,6,Unmatched,143.54,Open,5.4,2025-10-25 16:44:31,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-48.52,Low,Low
